feature,rank_shap,shap_importance,model
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_Peak to peak distance,1,10.942185899069957,SVR
0_ECDF Percentile_0,2,9.726071998572335,SVR
0_Wavelet absolute mean_27777777.78Hz,3,9.550535705104542,SVR
0_Spectral entropy,4,9.50825104401468,SVR
0_Spectral decrease,5,8.469376582247024,SVR
0_LPCC_0,6,8.106575181092428,SVR
0_Spectral variation,7,7.988358177177745,SVR
0_Interquartile range,8,7.631942908067928,SVR
0_Median,9,7.4159375010632225,SVR
0_Absolute energy,10,7.363012736043756,SVR
0_Mean diff,11,6.502733360059912,SVR
0_Max,12,5.260623242018441,SVR
0_Slope,13,4.548217439000266,SVR
0_MFCC_11,14,3.640262741456064,SVR
0_Wavelet absolute mean_125000000.0Hz,15,2.9132105304105003,SVR
0_MFCC_5,16,2.722188919770625,SVR
0_Mean,17,1.5074209556052092,SVR
0_Autocorrelation,18,1.2861135461929027,SVR
0_Wavelet entropy,19,0.5596281065686071,SVR
0_ECDF Percentile_1,20,0.4890827334177743,SVR
0_MFCC_0,21,0.4700314868410266,SVR
0_Maximum frequency,22,0.465850851539859,SVR
0_Wavelet energy_125000000.0Hz,23,0.4232884627763287,SVR
0_MFCC_9,24,0.1831861437704749,SVR
0_Median absolute diff,25,0.1434851986085558,SVR
0_MFCC_10,26,0.1025832455966578,SVR
0_MFCC_4,27,0.0747687986521466,SVR
0_Spectral positive turning points,28,0.0082895296343548,SVR
0_Entropy,29,0.0,SVR
0_Fundamental frequency,30,0.0,SVR
0_LPCC_1,31,0.0,SVR
0_Histogram mode,32,0.0,SVR
0_LPCC_5,33,0.0,SVR
0_MFCC_8,34,0.0,SVR
0_Median diff,35,0.0,SVR
0_LPCC_6,36,0.0,SVR
0_Negative turning points,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Median frequency,40,0.0,SVR
0_Spectral roll-on,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,16.06953177940656,Random Forest
0_Spectral entropy,2,7.772458678409628,Random Forest
0_Absolute energy,3,7.166309468616297,Random Forest
0_Spectral variation,4,5.239986379292715,Random Forest
0_Entropy,5,5.067462777592855,Random Forest
0_Interquartile range,6,4.708972673138153,Random Forest
0_Autocorrelation,7,4.649590818166391,Random Forest
0_Wavelet energy_125000000.0Hz,8,3.401269020721829,Random Forest
0_ECDF Percentile_0,9,3.2342810437009373,Random Forest
0_Histogram mode,10,3.066311245577673,Random Forest
0_MFCC_11,11,2.601187024809141,Random Forest
0_Wavelet absolute mean_125000000.0Hz,12,2.2183427670976217,Random Forest
0_LPCC_0,13,1.467341169523673,Random Forest
0_Wavelet absolute mean_27777777.78Hz,14,1.1617454035185897,Random Forest
0_MFCC_9,15,0.964468553803815,Random Forest
0_Slope,16,0.954807817628716,Random Forest
0_MFCC_0,17,0.942827639604205,Random Forest
0_Mean diff,18,0.8305264091838307,Random Forest
0_Fundamental frequency,19,0.7045359278703571,Random Forest
0_MFCC_8,20,0.6742266513671108,Random Forest
0_MFCC_5,21,0.595654816617964,Random Forest
0_Wavelet entropy,22,0.553723553562855,Random Forest
0_ECDF Percentile_1,23,0.5363265050753797,Random Forest
0_Median frequency,24,0.5034698132683834,Random Forest
0_Spectral decrease,25,0.4632830101939694,Random Forest
0_Max,26,0.4540210011006023,Random Forest
0_Maximum frequency,27,0.4070283516112715,Random Forest
0_Median,28,0.383986148705481,Random Forest
0_MFCC_10,29,0.3744931402367695,Random Forest
0_LPCC_5,30,0.3711341443647785,Random Forest
0_LPCC_6,31,0.259830767064852,Random Forest
0_Zero crossing rate,32,0.2497587177253017,Random Forest
0_LPCC_1,33,0.2036243461055681,Random Forest
0_MFCC_4,34,0.1730870712650784,Random Forest
0_Mean,35,0.1552149410535891,Random Forest
0_Spectral positive turning points,36,0.0808772392145668,Random Forest
0_Power bandwidth,37,0.0766950007398923,Random Forest
0_Median absolute diff,38,0.0321548345000793,Random Forest
0_Negative turning points,39,0.0297059288999997,Random Forest
0_Spectral roll-on,40,0.0108817380064477,Random Forest
0_Neighbourhood peaks,41,0.0080400762498999,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,256784315.9783153,Bayesian Ridge
0_Median frequency,2,3439533.340094675,Bayesian Ridge
0_Power bandwidth,3,2416352.52693604,Bayesian Ridge
0_Spectral roll-on,4,1087401.4171454154,Bayesian Ridge
0_Fundamental frequency,5,128020.8864567995,Bayesian Ridge
0_MFCC_4,6,1166.9731883044165,Bayesian Ridge
0_MFCC_11,7,998.8895147697506,Bayesian Ridge
0_MFCC_5,8,948.4115067729464,Bayesian Ridge
0_MFCC_9,9,921.3021090867298,Bayesian Ridge
0_MFCC_8,10,271.00214269021063,Bayesian Ridge
0_MFCC_10,11,267.0132661421836,Bayesian Ridge
0_MFCC_0,12,160.28049080860998,Bayesian Ridge
0_Absolute energy,13,67.54945033103968,Bayesian Ridge
0_Spectral decrease,14,7.389959716191726,Bayesian Ridge
0_Peak to peak distance,15,7.198267388492764,Bayesian Ridge
0_Autocorrelation,16,5.36065663287897,Bayesian Ridge
0_ECDF Percentile_1,17,4.9196507928396125,Bayesian Ridge
0_ECDF Percentile_0,18,3.3908033803459987,Bayesian Ridge
0_Spectral positive turning points,19,3.3595597465917297,Bayesian Ridge
0_Interquartile range,20,2.155137110231688,Bayesian Ridge
0_Max,21,1.9946468611844843,Bayesian Ridge
0_Mean,22,1.4462445080052997,Bayesian Ridge
0_Median,23,1.1001320514927946,Bayesian Ridge
0_Zero crossing rate,24,0.8532885047885003,Bayesian Ridge
0_Spectral variation,25,0.6513662634862479,Bayesian Ridge
0_Negative turning points,26,0.2274920027574744,Bayesian Ridge
0_LPCC_0,27,0.2075650672881561,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,28,0.1788259801282177,Bayesian Ridge
0_Entropy,29,0.1109279278234156,Bayesian Ridge
0_LPCC_1,30,0.0944347383957615,Bayesian Ridge
0_Histogram mode,31,0.0932647829203214,Bayesian Ridge
0_Neighbourhood peaks,32,0.0759202497441831,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,33,0.0497528473507314,Bayesian Ridge
0_Wavelet entropy,34,0.0384465675623753,Bayesian Ridge
0_Spectral entropy,35,0.0219194809455223,Bayesian Ridge
0_LPCC_5,36,0.0157053300121116,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,37,0.0138668195373687,Bayesian Ridge
0_LPCC_6,38,0.0122632095724014,Bayesian Ridge
0_Slope,39,0.0099184760107816,Bayesian Ridge
0_Mean diff,40,0.0037954356708833,Bayesian Ridge
0_Median absolute diff,41,0.0011309156394283,Bayesian Ridge
0_Median diff,42,0.0001974692555458,Bayesian Ridge
0_Peak to peak distance,1,35.02058095976599,XGBoost
0_Spectral entropy,2,18.71428735174929,XGBoost
0_Autocorrelation,3,9.551823539766422,XGBoost
0_Absolute energy,4,4.831422377472245,XGBoost
0_Interquartile range,5,4.518113069179002,XGBoost
0_Entropy,6,3.273264560067778,XGBoost
0_Spectral variation,7,2.904902576884378,XGBoost
0_Wavelet absolute mean_125000000.0Hz,8,1.9245491625035804,XGBoost
0_Max,9,1.6900979190642011,XGBoost
0_Mean diff,10,1.3629274693566371,XGBoost
0_Histogram mode,11,1.0476924573113986,XGBoost
0_MFCC_11,12,1.0132328053908422,XGBoost
0_Fundamental frequency,13,0.9306083747064072,XGBoost
0_Wavelet energy_125000000.0Hz,14,0.8653503143294404,XGBoost
0_MFCC_9,15,0.7138183738994722,XGBoost
0_LPCC_0,16,0.6842709464352579,XGBoost
0_ECDF Percentile_1,17,0.5335990121038009,XGBoost
0_LPCC_6,18,0.4544366527947598,XGBoost
0_Wavelet absolute mean_27777777.78Hz,19,0.4083105401137843,XGBoost
0_Median,20,0.4008922934881723,XGBoost
0_Wavelet entropy,21,0.4005842970704969,XGBoost
0_MFCC_0,22,0.3932362633398423,XGBoost
0_Median frequency,23,0.3851518912810833,XGBoost
0_LPCC_5,24,0.3727462443887567,XGBoost
0_Slope,25,0.3291101773989384,XGBoost
0_MFCC_10,26,0.3137974215991796,XGBoost
0_MFCC_8,27,0.2970501441624014,XGBoost
0_MFCC_5,28,0.2873880346573889,XGBoost
0_LPCC_1,29,0.2641941219617924,XGBoost
0_Maximum frequency,30,0.1812439393565058,XGBoost
0_Spectral positive turning points,31,0.1323027363209674,XGBoost
0_ECDF Percentile_0,32,0.1322306028867761,XGBoost
0_MFCC_4,33,0.1305350898211201,XGBoost
0_Median absolute diff,34,0.0669439098936816,XGBoost
0_Neighbourhood peaks,35,0.0611316499516368,XGBoost
0_Median diff,36,0.0503543267409006,XGBoost
0_Mean,37,0.0374653360294799,XGBoost
0_Spectral decrease,38,0.0283454005591571,XGBoost
0_Negative turning points,39,0.0096110358516375,XGBoost
0_Power bandwidth,40,0.0,XGBoost
0_Spectral roll-on,41,0.0,XGBoost
0_Zero crossing rate,42,0.0,XGBoost
0_ECDF Percentile_0,1,10.85823746687484,SVR
0_Spectral variation,2,9.51737397024006,SVR
0_Median,3,9.44875033612712,SVR
0_Absolute energy,4,9.06559531659514,SVR
0_Peak to peak distance,5,8.712532403700422,SVR
0_Interquartile range,6,8.52479068939486,SVR
0_Spectral entropy,7,8.286662083880618,SVR
0_Wavelet absolute mean_27777777.78Hz,8,7.792101892610447,SVR
0_Spectral decrease,9,7.772547817802844,SVR
0_LPCC_0,10,7.737200926361257,SVR
0_Mean diff,11,6.85321404192359,SVR
0_Max,12,3.7386436380382704,SVR
0_MFCC_11,13,3.6768963703666895,SVR
0_Wavelet absolute mean_125000000.0Hz,14,3.5742124657213945,SVR
0_Slope,15,3.3086333211236,SVR
0_ECDF Percentile_1,16,1.1979150915835337,SVR
0_Autocorrelation,17,1.0910938698563066,SVR
0_MFCC_5,18,1.047727191119729,SVR
0_Wavelet energy_125000000.0Hz,19,0.9445637399712202,SVR
0_MFCC_9,20,0.3015400535989762,SVR
0_Mean,21,0.2034588238713193,SVR
0_MFCC_4,22,0.1642970833651126,SVR
0_Wavelet entropy,23,0.106585999892567,SVR
0_Maximum frequency,24,0.0859478975321008,SVR
0_MFCC_0,25,0.0487907577788835,SVR
0_MFCC_10,26,0.0379498262059613,SVR
0_Power bandwidth,27,0.0350294819414808,SVR
0_Negative turning points,28,0.0315157784324331,SVR
0_Entropy,29,0.0,SVR
0_Fundamental frequency,30,0.0,SVR
0_LPCC_1,31,0.0,SVR
0_Histogram mode,32,0.0,SVR
0_LPCC_6,33,0.0,SVR
0_MFCC_8,34,0.0,SVR
0_Median diff,35,0.0,SVR
0_Median absolute diff,36,0.0,SVR
0_LPCC_5,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Median frequency,39,0.0,SVR
0_Spectral roll-on,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,14.76946446188365,Random Forest
0_Spectral entropy,2,7.884442110450806,Random Forest
0_Absolute energy,3,7.26890885473599,Random Forest
0_Autocorrelation,4,5.339677569238749,Random Forest
0_Spectral variation,5,5.3016461039840665,Random Forest
0_Entropy,6,4.381609401125205,Random Forest
0_Interquartile range,7,4.205482702773764,Random Forest
0_ECDF Percentile_0,8,2.643408341390073,Random Forest
0_Wavelet energy_125000000.0Hz,9,2.626608094934902,Random Forest
0_Histogram mode,10,2.544542920748836,Random Forest
0_Wavelet absolute mean_125000000.0Hz,11,2.151238398540704,Random Forest
0_MFCC_11,12,2.0504481064226794,Random Forest
0_LPCC_0,13,1.1962487249699845,Random Forest
0_Wavelet absolute mean_27777777.78Hz,14,1.140311595132124,Random Forest
0_Slope,15,1.1187008629982522,Random Forest
0_Fundamental frequency,16,1.0712222809517442,Random Forest
0_MFCC_9,17,0.8516669799012441,Random Forest
0_Mean diff,18,0.8401364349043774,Random Forest
0_MFCC_8,19,0.710056601535638,Random Forest
0_Wavelet entropy,20,0.6842839723858362,Random Forest
0_MFCC_0,21,0.6606277605562002,Random Forest
0_MFCC_5,22,0.5746310035092602,Random Forest
0_ECDF Percentile_1,23,0.5405310392097491,Random Forest
0_MFCC_10,24,0.4580464623896171,Random Forest
0_Median,25,0.4272155949719016,Random Forest
0_Maximum frequency,26,0.4069401954028678,Random Forest
0_Spectral decrease,27,0.3904565521667711,Random Forest
0_Median frequency,28,0.3027571443936324,Random Forest
0_LPCC_5,29,0.3024133569454075,Random Forest
0_Max,30,0.299536767796753,Random Forest
0_Zero crossing rate,31,0.2597341983810999,Random Forest
0_LPCC_1,32,0.2529159103416527,Random Forest
0_Mean,33,0.244447483720444,Random Forest
0_MFCC_4,34,0.2102774655977885,Random Forest
0_LPCC_6,35,0.1892028916935591,Random Forest
0_Spectral positive turning points,36,0.1174123191979248,Random Forest
0_Median absolute diff,37,0.0663860444130996,Random Forest
0_Negative turning points,38,0.0281347312116374,Random Forest
0_Spectral roll-on,39,0.012534638675861,Random Forest
0_Neighbourhood peaks,40,0.0114530349226978,Random Forest
0_Power bandwidth,41,0.0058773249304542,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,314883399.2543161,Bayesian Ridge
0_Fundamental frequency,2,2558044.608004101,Bayesian Ridge
0_Median frequency,3,2424862.5522931614,Bayesian Ridge
0_Power bandwidth,4,1248872.353483613,Bayesian Ridge
0_Spectral roll-on,5,873395.9225226459,Bayesian Ridge
0_MFCC_11,6,1632.756733748049,Bayesian Ridge
0_MFCC_4,7,1603.5015490139967,Bayesian Ridge
0_MFCC_5,8,1219.4642023031056,Bayesian Ridge
0_MFCC_9,9,1162.8570142528065,Bayesian Ridge
0_MFCC_8,10,488.3392643607915,Bayesian Ridge
0_MFCC_0,11,233.255808593146,Bayesian Ridge
0_MFCC_10,12,105.92362462370798,Bayesian Ridge
0_Absolute energy,13,64.57582085931686,Bayesian Ridge
0_Autocorrelation,14,7.378159920695212,Bayesian Ridge
0_Peak to peak distance,15,6.100708368726276,Bayesian Ridge
0_Spectral decrease,16,5.041209232461315,Bayesian Ridge
0_ECDF Percentile_0,17,3.824747046364708,Bayesian Ridge
0_ECDF Percentile_1,18,3.7275004503919686,Bayesian Ridge
0_Max,19,2.0691425855804857,Bayesian Ridge
0_Spectral positive turning points,20,1.8354984304112203,Bayesian Ridge
0_Mean,21,1.422643861502371,Bayesian Ridge
0_Median,22,1.154505190521749,Bayesian Ridge
0_Zero crossing rate,23,1.0086073866914305,Bayesian Ridge
0_Interquartile range,24,0.7375616556781607,Bayesian Ridge
0_Negative turning points,25,0.3061582172187689,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,26,0.1790260360730102,Bayesian Ridge
0_Spectral entropy,27,0.1732792146815277,Bayesian Ridge
0_Spectral variation,28,0.1559144616449598,Bayesian Ridge
0_LPCC_1,29,0.1315141592215147,Bayesian Ridge
0_Neighbourhood peaks,30,0.111403634735367,Bayesian Ridge
0_Entropy,31,0.1031866500607998,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,32,0.0739841037574468,Bayesian Ridge
0_Histogram mode,33,0.0698321331984836,Bayesian Ridge
0_LPCC_5,34,0.0481489485692501,Bayesian Ridge
0_LPCC_0,35,0.0395399586859812,Bayesian Ridge
0_Wavelet entropy,36,0.0241173362100523,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,37,0.0146170475124175,Bayesian Ridge
0_Slope,38,0.0096687686771161,Bayesian Ridge
0_Mean diff,39,0.0041225458609184,Bayesian Ridge
0_LPCC_6,40,0.00394292475098,Bayesian Ridge
0_Median absolute diff,41,0.0007228464351271,Bayesian Ridge
0_Median diff,42,0.000588543312773,Bayesian Ridge
0_Peak to peak distance,1,34.62801942110513,XGBoost
0_Spectral entropy,2,21.02995413536053,XGBoost
0_Autocorrelation,3,12.565571446213127,XGBoost
0_Interquartile range,4,3.727938574022552,XGBoost
0_Spectral variation,5,2.3586328560880068,XGBoost
0_Entropy,6,1.7417617937443772,XGBoost
0_Mean diff,7,1.4809045103070408,XGBoost
0_Histogram mode,8,1.3791672499958427,XGBoost
0_Max,9,1.1710570207417632,XGBoost
0_LPCC_0,10,0.9266820968513376,XGBoost
0_Fundamental frequency,11,0.7633580824884274,XGBoost
0_MFCC_11,12,0.6375872576523575,XGBoost
0_MFCC_10,13,0.6166081276241688,XGBoost
0_Absolute energy,14,0.5296053376856571,XGBoost
0_MFCC_9,15,0.4957744477499277,XGBoost
0_ECDF Percentile_0,16,0.4868966150368251,XGBoost
0_Slope,17,0.4854591733947397,XGBoost
0_Wavelet absolute mean_27777777.78Hz,18,0.4332607209599888,XGBoost
0_MFCC_8,19,0.4332508200715916,XGBoost
0_Wavelet energy_125000000.0Hz,20,0.4176560840879877,XGBoost
0_LPCC_6,21,0.4038096292401974,XGBoost
0_Wavelet entropy,22,0.3808621846205244,XGBoost
0_Spectral positive turning points,23,0.3541969585154205,XGBoost
0_MFCC_5,24,0.323911737425377,XGBoost
0_LPCC_5,25,0.3160857900798942,XGBoost
0_Median,26,0.2770060303332906,XGBoost
0_Mean,27,0.2697890760411818,XGBoost
0_Wavelet absolute mean_125000000.0Hz,28,0.2687692862603812,XGBoost
0_MFCC_4,29,0.2497265207755379,XGBoost
0_LPCC_1,30,0.2487939662260934,XGBoost
0_Maximum frequency,31,0.2305768277454811,XGBoost
0_Median diff,32,0.21996303332448,XGBoost
0_ECDF Percentile_1,33,0.1715013527476539,XGBoost
0_Spectral decrease,34,0.1423590692179898,XGBoost
0_MFCC_0,35,0.1188697689868199,XGBoost
0_Neighbourhood peaks,36,0.0874585065356145,XGBoost
0_Median absolute diff,37,0.0735369235972563,XGBoost
0_Zero crossing rate,38,0.0244658466304341,XGBoost
0_Negative turning points,39,0.004298009780546,XGBoost
0_Median frequency,40,0.0,XGBoost
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_Spectral entropy,1,13.622535733733647,SVR
0_Peak to peak distance,2,9.691839130797913,SVR
0_Wavelet absolute mean_27777777.78Hz,3,9.44376697624423,SVR
0_Interquartile range,4,9.414420700908892,SVR
0_Spectral decrease,5,7.890918570206903,SVR
0_Spectral variation,6,7.432584977781742,SVR
0_ECDF Percentile_0,7,7.269973937782407,SVR
0_Mean diff,8,7.216329524121008,SVR
0_LPCC_0,9,7.135658194192774,SVR
0_Median,10,7.064043318405603,SVR
0_Absolute energy,11,5.7215269200366095,SVR
0_Max,12,5.710115632286005,SVR
0_MFCC_11,13,4.403275224101112,SVR
0_Wavelet absolute mean_125000000.0Hz,14,4.018237192234217,SVR
0_Mean,15,2.634101529904893,SVR
0_MFCC_5,16,2.1797773673166563,SVR
0_Slope,17,1.469455988195354,SVR
0_Maximum frequency,18,1.3370051673964134,SVR
0_MFCC_9,19,1.303721412932075,SVR
0_Autocorrelation,20,1.1854047320542889,SVR
0_Wavelet entropy,21,0.892990160538644,SVR
0_MFCC_10,22,0.6880636693908428,SVR
0_Wavelet energy_125000000.0Hz,23,0.4380453024045982,SVR
0_MFCC_4,24,0.3093256350034449,SVR
0_MFCC_0,25,0.2593896939001293,SVR
0_Median absolute diff,26,0.2507969686783581,SVR
0_Median diff,27,0.1582736292690645,SVR
0_Histogram mode,28,0.1479369493358918,SVR
0_MFCC_8,29,0.1221308172838868,SVR
0_ECDF Percentile_1,30,0.0276688927608045,SVR
0_LPCC_1,31,0.0,SVR
0_Fundamental frequency,32,0.0,SVR
0_Entropy,33,0.0,SVR
0_LPCC_6,34,0.0,SVR
0_LPCC_5,35,0.0,SVR
0_Median frequency,36,0.0,SVR
0_Negative turning points,37,0.0,SVR
0_Neighbourhood peaks,38,0.0,SVR
0_Power bandwidth,39,0.0,SVR
0_Spectral roll-on,40,0.0,SVR
0_Spectral positive turning points,41,0.0,SVR
0_Zero crossing rate,42,0.0,SVR
0_Peak to peak distance,1,16.699576134633514,Random Forest
0_Spectral entropy,2,7.843415888948054,Random Forest
0_Absolute energy,3,5.465574376547151,Random Forest
0_Autocorrelation,4,5.300737803029392,Random Forest
0_Spectral variation,5,5.08495841922288,Random Forest
0_Entropy,6,4.125263333076114,Random Forest
0_Wavelet energy_125000000.0Hz,7,3.939082921871607,Random Forest
0_Interquartile range,8,3.6851169181188577,Random Forest
0_MFCC_11,9,2.514334572755732,Random Forest
0_ECDF Percentile_0,10,2.460157751773452,Random Forest
0_Histogram mode,11,2.345673525216679,Random Forest
0_Wavelet absolute mean_125000000.0Hz,12,1.9591448405099416,Random Forest
0_Fundamental frequency,13,1.732940891614308,Random Forest
0_Wavelet absolute mean_27777777.78Hz,14,1.4074553191184065,Random Forest
0_Mean diff,15,0.9905367744741342,Random Forest
0_Slope,16,0.9545944805700336,Random Forest
0_LPCC_0,17,0.9389780570352452,Random Forest
0_Median frequency,18,0.854358781415224,Random Forest
0_Wavelet entropy,19,0.7765734932863461,Random Forest
0_ECDF Percentile_1,20,0.7536558822196596,Random Forest
0_MFCC_0,21,0.7482106549811238,Random Forest
0_MFCC_8,22,0.6789192287341382,Random Forest
0_Max,23,0.6467421812269836,Random Forest
0_MFCC_9,24,0.620072943283928,Random Forest
0_Maximum frequency,25,0.443306952584721,Random Forest
0_MFCC_10,26,0.4350657192448774,Random Forest
0_MFCC_5,27,0.432104185122655,Random Forest
0_Zero crossing rate,28,0.4303770110226859,Random Forest
0_Median,29,0.4194723506308471,Random Forest
0_Spectral decrease,30,0.4032812250188241,Random Forest
0_LPCC_5,31,0.2962969377848009,Random Forest
0_MFCC_4,32,0.2090405871359009,Random Forest
0_LPCC_6,33,0.1946854969720977,Random Forest
0_Mean,34,0.1705629362272099,Random Forest
0_LPCC_1,35,0.1520712430758401,Random Forest
0_Spectral positive turning points,36,0.1021677026883388,Random Forest
0_Spectral roll-on,37,0.055799785041809,Random Forest
0_Median absolute diff,38,0.0245967853079239,Random Forest
0_Negative turning points,39,0.0233094195028146,Random Forest
0_Power bandwidth,40,0.020832151333491,Random Forest
0_Neighbourhood peaks,41,0.0040895046273867,Random Forest
0_Median diff,42,0.0,Random Forest
0_Maximum frequency,1,9388187.436628573,Bayesian Ridge
0_Median frequency,2,4596674.213133539,Bayesian Ridge
0_Fundamental frequency,3,2282130.857197263,Bayesian Ridge
0_Spectral roll-on,4,2080633.1987812333,Bayesian Ridge
0_Power bandwidth,5,1314180.0262850826,Bayesian Ridge
0_MFCC_11,6,1441.2033092344982,Bayesian Ridge
0_MFCC_4,7,1323.6925888485578,Bayesian Ridge
0_MFCC_9,8,1235.0483027773787,Bayesian Ridge
0_MFCC_5,9,1128.5233093418683,Bayesian Ridge
0_MFCC_8,10,428.4313712565249,Bayesian Ridge
0_MFCC_0,11,225.62529589718653,Bayesian Ridge
0_MFCC_10,12,176.78892259630473,Bayesian Ridge
0_Spectral decrease,13,6.482571611719811,Bayesian Ridge
0_Spectral positive turning points,14,6.397075006031251,Bayesian Ridge
0_Peak to peak distance,15,6.378938136675909,Bayesian Ridge
0_Autocorrelation,16,6.180567778700847,Bayesian Ridge
0_ECDF Percentile_0,17,3.132608697480673,Bayesian Ridge
0_ECDF Percentile_1,18,2.232961180144204,Bayesian Ridge
0_Max,19,2.2042239566772373,Bayesian Ridge
0_Mean,20,1.7367339559189998,Bayesian Ridge
0_Median,21,1.0750514710423065,Bayesian Ridge
0_Zero crossing rate,22,1.016524767550536,Bayesian Ridge
0_Absolute energy,23,0.9427779502389732,Bayesian Ridge
0_Interquartile range,24,0.3522418279272732,Bayesian Ridge
0_Negative turning points,25,0.2758334879760058,Bayesian Ridge
0_Wavelet absolute mean_27777777.78Hz,26,0.2562754019206616,Bayesian Ridge
0_Spectral variation,27,0.2207496516517814,Bayesian Ridge
0_Spectral entropy,28,0.1605545874280812,Bayesian Ridge
0_Neighbourhood peaks,29,0.1593842472975449,Bayesian Ridge
0_Histogram mode,30,0.1132001826667135,Bayesian Ridge
0_Entropy,31,0.0888901415496416,Bayesian Ridge
0_LPCC_0,32,0.0809451163078101,Bayesian Ridge
0_LPCC_1,33,0.065260311624973,Bayesian Ridge
0_Wavelet energy_125000000.0Hz,34,0.0432641149902953,Bayesian Ridge
0_Wavelet entropy,35,0.0263556365020401,Bayesian Ridge
0_LPCC_5,36,0.0235213670871422,Bayesian Ridge
0_Slope,37,0.0107190381454457,Bayesian Ridge
0_Mean diff,38,0.0087408070639728,Bayesian Ridge
0_LPCC_6,39,0.006612784473427,Bayesian Ridge
0_Wavelet absolute mean_125000000.0Hz,40,0.0035480885755255,Bayesian Ridge
0_Median diff,41,0.0001562903879902,Bayesian Ridge
0_Median absolute diff,42,0.0001015953643034,Bayesian Ridge
0_Peak to peak distance,1,38.15666316518088,XGBoost
0_Spectral entropy,2,20.9535831008836,XGBoost
0_Autocorrelation,3,10.603560366783292,XGBoost
0_Interquartile range,4,3.893473667639805,XGBoost
0_Spectral variation,5,2.718348505142394,XGBoost
0_Entropy,6,2.6635157303239523,XGBoost
0_Max,7,2.2909620306565124,XGBoost
0_Histogram mode,8,1.3185723016572497,XGBoost
0_Fundamental frequency,9,1.2022161823555824,XGBoost
0_Mean diff,10,1.189309032847608,XGBoost
0_Wavelet energy_125000000.0Hz,11,0.8676217730407288,XGBoost
0_MFCC_5,12,0.7894853455934052,XGBoost
0_MFCC_9,13,0.7598038163118063,XGBoost
0_Wavelet absolute mean_125000000.0Hz,14,0.7436492193347156,XGBoost
0_Absolute energy,15,0.7000721212836603,XGBoost
0_LPCC_5,16,0.6113854585466598,XGBoost
0_MFCC_8,17,0.5997937337833147,XGBoost
0_LPCC_1,18,0.5978036010350412,XGBoost
0_Wavelet entropy,19,0.5837493432724228,XGBoost
0_Slope,20,0.5279131974081974,XGBoost
0_MFCC_10,21,0.5181085996184499,XGBoost
0_Maximum frequency,22,0.4325446795140082,XGBoost
0_MFCC_4,23,0.4179863310971608,XGBoost
0_Spectral positive turning points,24,0.3985021648321299,XGBoost
0_ECDF Percentile_0,25,0.3839769695022453,XGBoost
0_Mean,26,0.3746717167336494,XGBoost
0_MFCC_11,27,0.3414191413788124,XGBoost
0_MFCC_0,28,0.3298881015644719,XGBoost
0_LPCC_0,29,0.3195246085329603,XGBoost
0_Median,30,0.2970256050799662,XGBoost
0_LPCC_6,31,0.2958975365040823,XGBoost
0_Wavelet absolute mean_27777777.78Hz,32,0.2570920565396548,XGBoost
0_Median frequency,33,0.2167204079727332,XGBoost
0_ECDF Percentile_1,34,0.2061886357530952,XGBoost
0_Median absolute diff,35,0.188869122827022,XGBoost
0_Spectral decrease,36,0.1478693885788322,XGBoost
0_Neighbourhood peaks,37,0.1197748405800512,XGBoost
0_Zero crossing rate,38,0.0112808399995168,XGBoost
0_Median diff,39,0.0,XGBoost
0_Negative turning points,40,0.0,XGBoost
0_Power bandwidth,41,0.0,XGBoost
0_Spectral roll-on,42,0.0,XGBoost
0_Interquartile range,1,10.511468199693017,SVR
0_Spectral entropy,2,10.207061377421692,SVR
0_Peak to peak distance,3,9.775472537088058,SVR
0_ECDF Percentile_0,4,8.27074711130463,SVR
0_LPCC_0,5,8.025722359456795,SVR
0_Mean diff,6,7.988183556573484,SVR
0_Spectral decrease,7,7.926870341978347,SVR
0_Wavelet absolute mean_27777777.78Hz,8,7.18856596901792,SVR
0_Median,9,6.736596976429652,SVR
0_Spectral variation,10,6.504412776699759,SVR
0_Absolute energy,11,5.591544632486652,SVR
0_Slope,12,4.742436246217559,SVR
0_Max,13,4.239062731443288,SVR
0_MFCC_11,14,3.0457866629400376,SVR
0_Wavelet absolute mean_125000000.0Hz,15,2.9234665862544005,SVR
0_Mean,16,1.2008412217350914,SVR
0_MFCC_5,17,0.8274221903609473,SVR
0_Autocorrelation,18,0.82625604248154,SVR
